betId,marketId,matchName,playerName,side,odds,stake,liability,action,reason,placedAt,settledAt,pnl,dryRun
DRY-1774549677558-7852,1.255792230,Frances Tiafoe v Jannik Sinner,Frances Tiafoe,BACK,2.08,2,2,BET_PLACED,"Strategy 2: set 1 complete 2-6 (fav @ 16.00 pre-match), back playerA @ 2.08",2026-03-26T18:27:57.558Z,,,true,2.16,-2
DRY-1774549677558-7852,1.255792230,Frances Tiafoe v Jannik Sinner,Frances Tiafoe,BACK,2.08,2,2,DRY_LOSS,Match finished — lost,2026-03-26T18:27:57.558Z,2026-03-26T18:28:02.570Z,-2,true,2.16,-2
DRY-1774549687577-1479,1.255792230,Frances Tiafoe v Jannik Sinner,Frances Tiafoe,BACK,2.08,2,2,BET_PLACED,"Strategy 4: set 1 complete 2-6 (fav @ 16.00 pre-match), back playerA @ 2.08",2026-03-26T18:28:07.577Z,,,true,2.16,-2
DRY-1774549687577-1479,1.255792230,Frances Tiafoe v Jannik Sinner,Frances Tiafoe,BACK,2.08,2,2,DRY_LOSS,Match finished — lost,2026-03-26T18:28:07.577Z,2026-03-26T18:28:12.582Z,-2,true,2.16,-2
DRY-1774549697595-1844,1.255792230,Frances Tiafoe v Jannik Sinner,Frances Tiafoe,BACK,2.08,2,2,BET_PLACED,"Strategy 5: set 1 complete 2-6 (fav @ 16.00 pre-match), back playerA @ 2.08",2026-03-26T18:28:17.595Z,,,true,2.16,-2
DRY-1774549697595-1844,1.255792230,Frances Tiafoe v Jannik Sinner,Frances Tiafoe,BACK,2.08,2,2,DRY_LOSS,Match finished — lost,2026-03-26T18:28:17.595Z,2026-03-26T18:28:22.609Z,-2,true,2.16,-2
DRY-1774554565445-2756,1.255793527,Coco Gauff v Karolina Muchova,Coco Gauff,LAY,1.24,2,0.48,BET_PLACED,"Strategy 1: set 1 complete 6-1 (fav @ 1.87 pre-match), back playerA @ 1.24",2026-03-26T19:49:25.445Z,,,true,2,-0.48
DRY-1774554565445-2756,1.255793527,Coco Gauff v Karolina Muchova,Coco Gauff,LAY,1.24,2,0.48,DRY_LOSS,Match finished — lost,2026-03-26T19:49:25.445Z,2026-03-26T20:13:37.632Z,-0.48,true,2,-0.48
DRY-1774608371022-4934,1.255809114,Vitaliy Sachko v Federico Cina,Federico Cina,BACK,3.2,2,2,BET_PLACED,"Strategy 5: set 1 complete 6-2 (fav @ 1.51 pre-match), back playerB @ 3.2",2026-03-27T10:46:11.022Z,,,true,4.4,-2
DRY-1774608371022-4934,1.255809114,Vitaliy Sachko v Federico Cina,Federico Cina,BACK,3.2,2,2,TRADE_OUT,Set 2 result hedge,2026-03-27T10:46:11.022Z,2026-03-27T11:42:20.837Z,1.68,true,4.4,-2
DRY-1774611745846-9899,1.255809114,Vitaliy Sachko v Federico Cina,Federico Cina,BACK,1.74,2,2,BET_PLACED,"Strategy 2: set 1 complete 6-2 (fav @ 1.51 pre-match), back playerB @ 1.74",2026-03-27T11:42:25.846Z,,,true,1.48,-2
DRY-1774611745846-9899,1.255809114,Vitaliy Sachko v Federico Cina,Federico Cina,BACK,1.74,2,2,DRY_LOSS,Match finished — lost,2026-03-27T11:42:25.846Z,2026-03-27T12:09:33.267Z,-2,true,1.48,-2
DRY-1774614610140-8494,1.255813183,Michele Ribecai v Federico Bondioli,Michele Ribecai,BACK,3.85,2,2,BET_PLACED,"Strategy 5: set 1 complete 3-6 (fav @ 1.39 pre-match), back playerA @ 3.85",2026-03-27T12:30:10.140Z,,,true,5.7,-2
DRY-1774617309091-7527,1.255868667,Pedro Martinez v Pablo Carreno Busta,Pedro Martinez,BACK,3.9,2,2,BET_PLACED,"Strategy 5: set 1 complete 4-6 (fav @ 1.62 pre-match), back playerA @ 3.9",2026-03-27T13:15:09.091Z,,,true,5.8,-2
DRY-1774526766412-6349,1.255775838,Teodora Kostovic v Alina Charaeva,Alina Charaeva,BACK,3.3,2,2,TRADE_OUT,Set 2 result hedge,2026-03-26T12:06:06.412Z,2026-03-27T13:59:12.530Z,0.7,true,4.6,-2
DRY-1774620007596-9078,1.255775838,Teodora Kostovic v Alina Charaeva,Alina Charaeva,BACK,2.04,2,2,BET_PLACED,"Strategy 5: set 1 complete 6-3 (fav @ 2.92 pre-match), back playerB @ 2.04",2026-03-27T14:00:07.596Z,,,true,2.08,-2
